x,sinc
-5.85,-0.0247025067181
-5.8,-0.0322582511651
-5.75,-0.039144187659
-5.7,-0.0451786153334
-5.65,-0.050197554921
-5.6,-0.0540590520458
-5.55,-0.0566470204108
-5.5,-0.0578745247607
-5.45,-0.0576864152807
-5.4,-0.0560612391586
-5.35,-0.0530123710847
-5.3,-0.048588322151
-5.25,-0.0428722055313
-5.2,-0.0359803570688
-5.15,-0.0280601289904
-5.1,-0.0192868949624
-5.05,-0.00986032411131
-5.0,1.42878666913e-14
-4.95,0.0100595225782
-4.9,0.020074115165
-4.85,0.0297958070723
-4.8,0.0389787201579
-4.75,0.0473850692714
-4.7,0.0547910866809
-4.65,0.0609927280222
-4.6,0.0658110198818
-4.55,0.0690969150066
-4.5,0.0707355302631
-4.45,0.0706496546696
-4.4,0.0688024298764
-4.35,0.0651991230582
-4.3,0.0598879319535
-4.25,0.0529597833033
-4.2,0.0445471087518
-4.15,0.0348216058556
-4.1,0.0239910156849
-4.05,0.01229497204
-4.0,-2.13840375806e-14
-3.95,-0.012606237155
-3.9,-0.0252213241816
-3.85,-0.0375349777404
-3.8,-0.0492362780942
-3.75,-0.0600210877438
-3.7,-0.0695994884866
-3.65,-0.0777030644667
-3.6,-0.0840918587379
-3.55,-0.0885608347267
-3.5,-0.0909456817668
-3.45,-0.0911278154434
-3.4,-0.0890384386636
-3.35,-0.0846615478518
-3.3,-0.0780357901213
-3.25,-0.0692551012428
-3.2,-0.0584680802368
-3.15,-0.0458760839049
-3.1,-0.0317300530027
-3.05,-0.0163261104138
-3.0,3.32109890628e-14
-2.95,0.0168795378855
-2.9,0.0339183325202
-2.85,0.0507051453687
-2.8,0.0668206631278
-2.75,0.0818469378325
-2.7,0.0953770768149
-2.65,0.107024975586
-2.6,0.116434881329
-2.55,0.123290573835
-2.5,0.127323954474
-2.45,0.128322842155
-2.4,0.126137788107
-2.35,0.120687738427
-2.3,0.111964394522
-2.25,0.10003514624
-2.2,0.0850444803444
-2.15,0.0672137973491
-2.1,0.0468396020515
-2.05,0.0242900667132
-2.0,-5.68648920271e-14
-1.95,-0.0255357111602
-1.9,-0.0517700864781
-1.85,-0.0781133320544
-1.8,-0.103943253754
-1.75,-0.128616616594
-1.7,-0.151481239647
-1.65,-0.171888597154
-1.6,-0.18920668216
-1.55,-0.202832879535
-1.5,-0.212206590789
-1.45,-0.216821353986
-1.4,-0.216236208183
-1.35,-0.210086063188
-1.3,-0.198090851846
-1.25,-0.180063263231
-1.2,-0.155914880631
-1.15,-0.125660577653
-1.1,-0.089421058462
-1.05,-0.0474234635829
-1.0,1.27967958906e-13
-0.95,0.0524154071182
-0.9,0.109292404787
-0.85,0.170011369766
-0.8,0.233872320947
-0.75,0.300105438719
-0.7,0.367883010572
-0.65,0.436332592775
-0.6,0.504551152427
-0.55,0.571619933236
-0.5,0.636619772368
-0.45,0.698646585067
-0.4,0.756826728641
-0.35,0.81033195801
-0.3,0.858393691334
-0.25,0.900316316157
-0.2,0.935489283789
-0.15,0.963397762004
-0.0999999999999,0.983631643084
-0.0499999999999,0.995892735244
1.42108547152e-13,1.0
0.0500000000001,0.995892735244
0.1,0.983631643083
0.15,0.963397762004
0.2,0.935489283789
0.25,0.900316316157
0.3,0.858393691334
0.35,0.81033195801
0.4,0.75682672864
0.45,0.698646585066
0.5,0.636619772367
0.55,0.571619933236
0.6,0.504551152427
0.65,0.436332592774
0.7,0.367883010572
0.75,0.300105438719
0.8,0.233872320947
0.85,0.170011369765
0.9,0.109292404787
0.95,0.0524154071179
1.0,-1.56302950624e-13
1.05,-0.0474234635832
1.1,-0.0894210584623
1.15,-0.125660577653
1.2,-0.155914880632
1.25,-0.180063263231
1.3,-0.198090851846
1.35,-0.210086063188
1.4,-0.216236208183
1.45,-0.216821353986
1.5,-0.212206590789
1.55,-0.202832879535
1.6,-0.18920668216
1.65,-0.171888597154
1.7,-0.151481239647
1.75,-0.128616616594
1.8,-0.103943253754
1.85,-0.0781133320543
1.9,-0.051770086478
1.95,-0.02553571116
2.0,8.51998837449e-14
2.05,0.0242900667133
2.1,0.0468396020517
2.15,0.0672137973492
2.2,0.0850444803445
2.25,0.10003514624
2.3,0.111964394522
2.35,0.120687738427
2.4,0.126137788107
2.45,0.128322842155
2.5,0.127323954474
2.55,0.123290573835
2.6,0.116434881329
2.65,0.107024975586
2.7,0.0953770768149
2.75,0.0818469378324
2.8,0.0668206631277
2.85,0.0507051453686
2.9,0.0339183325201
2.95,0.0168795378854
3.0,-6.15931001091e-14
3.05,-0.0163261104139
3.1,-0.0317300530027
3.15,-0.045876083905
3.2,-0.0584680802368
3.25,-0.0692551012429
3.3,-0.0780357901213
3.35,-0.0846615478518
3.4,-0.0890384386636
3.45,-0.0911278154435
3.5,-0.0909456817668
3.55,-0.0885608347267
3.6,-0.0840918587378
3.65,-0.0777030644667
3.7,-0.0695994884865
3.75,-0.0600210877438
3.8,-0.0492362780941
3.85,-0.0375349777404
3.9,-0.0252213241816
3.95,-0.0126062371549
4.0,4.97190292983e-14
4.05,0.0122949720401
4.1,0.023991015685
4.15,0.0348216058556
4.2,0.0445471087519
4.25,0.0529597833034
4.3,0.0598879319536
4.35,0.0651991230583
4.4,0.0688024298764
4.45,0.0706496546696
4.5,0.0707355302631
4.55,0.0690969150066
4.6,0.0658110198818
4.65,0.0609927280222
4.7,0.0547910866809
4.75,0.0473850692714
4.8,0.0389787201578
4.85,0.0297958070723
4.9,0.0200741151649
4.95,0.0100595225782
5.0,-4.25945868119e-14
5.05,-0.00986032411136
5.1,-0.0192868949625
5.15,-0.0280601289904
5.2,-0.0359803570688
5.25,-0.0428722055313
5.3,-0.048588322151
5.35,-0.0530123710848
5.4,-0.0560612391586
5.45,-0.0576864152807
5.5,-0.0578745247607
5.55,-0.0566470204108
5.6,-0.0540590520457
5.65,-0.0501975549209
5.7,-0.0451786153334
5.75,-0.039144187659
5.8,-0.0322582511651
5.85,-0.024702506718
5.9,-0.0166717227641
5.95,-0.00836884651461
6.0,3.78449584875e-14
6.05,0.00823051847312
6.1,0.016125108903
6.15,0.0234975063904
6.2,0.0301770736706
6.25,0.0360126526463
6.3,0.0408758900636
6.35,0.0446639661895
6.4,0.0473016705401
6.45,0.0487427850046
6.5,0.0489707517206
6.55,0.0479986203481
6.6,0.0458682865843
6.65,0.0426490504215
6.7,0.0384355384179
6.75,0.0333450487465
6.8,0.0275143906996
6.85,0.0210963013577
6.9,0.0142555310591
6.95,0.00716469593697
7.0,-3.45331428192e-14
7.05,-0.00706306904431
7.1,-0.013853966804
7.15,-0.0202111418603
7.2,-0.0259858134386
7.25,-0.0310453902123
7.3,-0.0352764530685
7.35,-0.0385872360957
7.4,-0.0409095528995
7.45,-0.0422001292993
7.5,-0.0424413181578
7.55,-0.0416411871894
7.6,-0.0398329857179
7.65,-0.0370740111508
7.7,-0.033443910052
7.75,-0.0290424618115
7.8,-0.0239869047125
7.85,-0.0184088744332
7.9,-0.0124510334567
7.95,-0.00626347632225
8.0,3.19079230822e-14
8.05,0.00618566916303
8.1,0.0121436005319
8.15,0.0177312471535
8.2,0.0228168117997
8.25,0.0272823126108
8.3,0.031026278
8.35,0.033966010216
8.4,0.0360393680305
8.45,0.0372060311574
8.5,0.037448221904
8.55,0.0367708728982
8.6,0.0352012431926
8.65,0.032787998301
8.7,0.0295997824598
8.75,0.0257233233188
8.8,0.0212611200861
8.85,0.0163287756272
8.9,0.0110520409335
8.95,0.00556364656558
9.0,-2.99917370518e-14
9.05,-0.005502169808
9.1,-0.010809138935
9.15,-0.0157934059345
9.2,-0.0203367235606
9.25,-0.0243328734097
9.3,-0.0276901190753
9.35,-0.0303332818506
9.4,-0.0322053927081
9.45,-0.0332688850032
9.5,-0.0335063038088
9.55,-0.0329205197152
9.6,-0.0315344470267
9.65,-0.0293902782698
9.7,-0.0265482584949
9.75,-0.0230850337476
9.8,-0.0190916180365
9.85,-0.0146710319087
9.9,-0.00993567316243
9.95,-0.00500448610672
10.0,2.83457018389e-14
